Date,Open,High,Low,Close,Adj_Close,Volume,Day
2013-11-12,15.16,15.17,15.113333,15.166667,15.133131,12600,34
2013-11-13,15.163333,15.23,15.16,15.223333,15.189672,9300,35
2013-11-14,15.246667,15.343333,15.246667,15.336667,15.302755,18900,36
2013-11-15,15.4,15.463333,15.4,15.463333,15.429141,24000,37
2013-11-18,15.453333,15.506667,15.356667,15.38,15.345993,44400,38
2013-11-19,15.423333,15.423333,15.37,15.39,15.35597,3000,39
2013-11-20,15.4,15.46,15.39,15.44,15.405859,17700,40
2013-11-21,15.48,15.616667,15.48,15.603333,15.568832,13200,41
2013-11-22,15.626667,15.74,15.626667,15.74,15.705196,12300,42
2013-11-25,15.82,15.826667,15.75,15.753333,15.7185,28500,43
2013-11-26,15.806667,15.826667,15.78,15.783333,15.748433,7200,44
2013-11-27,15.77,15.823333,15.77,15.823333,15.788345,6600,45
2013-11-29,15.836667,15.88,15.836667,15.846667,15.811628,7200,46
2013-12-02,15.86,15.86,15.74,15.77,15.73513,14100,47
2013-12-03,15.68,15.68,15.586667,15.663333,15.628699,58800,48
2013-12-04,15.66,15.68,15.41,15.59,15.555529,21600,49
2013-12-05,15.526667,15.573333,15.483333,15.49,15.455749,21300,50
2013-12-06,15.64,15.693333,15.6,15.676667,15.642004,24900,51
2013-12-09,15.666667,15.706667,15.666667,15.68,15.645329,19500,52
2013-12-10,15.66,15.7,15.596667,15.596667,15.562181,33300,53
2013-12-11,15.546667,15.573333,15.323333,15.343333,15.309407,48000,54
2013-12-12,15.313333,15.33,15.263333,15.29,15.256191,22200,55
2013-12-13,15.246667,15.303333,15.196667,15.293333,15.259517,32700,56
2013-12-16,15.333333,15.366667,15.313333,15.356667,15.322711,36000,57
2013-12-17,15.333333,15.333333,15.153333,15.243333,15.209627,21300,58
2013-12-18,15.39,15.446667,15.21,15.446667,15.412512,34800,59
2013-12-19,15.44,15.453333,15.36,15.376667,15.342667,52200,60
2013-12-20,15.356667,15.553333,15.356667,15.553333,15.553333,67200,61
2013-12-23,15.716667,15.726667,15.65,15.726667,15.726667,31800,62
2013-12-24,15.693333,15.796667,15.693333,15.76,15.76,25500,63
2013-12-26,15.846667,15.846667,15.763333,15.793333,15.793333,44400,64
2013-12-27,15.753333,15.77,15.733333,15.733333,15.733333,11100,65
2013-12-30,15.91,15.91,15.683333,15.746667,15.746667,45300,66
2013-12-31,15.75,15.823333,15.74,15.77,15.77,54600,67
2014-01-02,15.766667,15.766667,15.676667,15.72,15.72,12300,68
2014-01-03,15.786667,15.803333,15.723333,15.773333,15.773333,28200,69
2014-01-06,15.983333,15.983333,15.65,15.713333,15.713333,68400,70
2014-01-07,15.823333,15.966667,15.823333,15.963333,15.963333,21600,71
2014-01-08,16.003332,16.08,16.003332,16.08,16.08,18300,72
2014-01-09,16.166668,16.219999,16.116667,16.219999,16.219999,33300,73
2014-01-10,16.27,16.32,16.183332,16.32,16.32,45900,74
2014-01-13,16.35,16.413334,16.096666,16.129999,16.129999,75600,75
2014-01-14,16.219999,16.43,16.203333,16.43,16.43,21600,76
2014-01-15,16.543333,16.543333,16.463333,16.506666,16.506666,29400,77
2014-01-16,16.476667,16.603333,16.473333,16.576668,16.576668,44100,78
2014-01-17,16.663334,16.690001,16.596666,16.596666,16.596666,53100,79
2014-01-21,16.780001,16.780001,16.616667,16.76,16.76,57600,80
2014-01-22,16.82,16.82,16.713333,16.786667,16.786667,33900,81
2014-01-23,16.826668,16.826668,16.559999,16.616667,16.616667,57600,82
2014-01-24,16.533333,16.533333,16.24,16.266666,16.266666,42600,83
2014-01-27,16.243334,16.243334,15.943333,16.093332,16.093332,192000,84
2014-01-28,16.120001,16.309999,16.120001,16.25,16.25,90900,85
2014-01-29,16.266666,16.33,16.126667,16.153334,16.153334,107700,86
2014-01-30,16.343332,16.483334,16.33,16.456667,16.456667,25800,87
2014-01-31,16.696667,16.696667,16.223333,16.35,16.35,59700,88
2014-02-03,16.416668,16.416668,15.863333,15.893333,15.893333,157500,89
2014-02-04,15.946667,15.98,15.873333,15.913333,15.913333,31200,90
2014-02-05,15.9,15.966667,15.666667,15.913333,15.913333,34500,91
2014-02-06,15.94,16.013332,15.856667,15.92,15.92,46800,92
2014-02-07,15.943333,16.086666,15.893333,16.07,16.07,57000,93
2014-02-10,16.056667,16.16,16.01,16.16,16.16,36600,94
2014-02-11,16.156668,16.316668,16.156668,16.299999,16.299999,58800,95
2014-02-12,16.34,16.406668,16.246668,16.246668,16.246668,199500,96
2014-02-13,16.183332,16.493334,16.183332,16.476667,16.476667,34500,97
2014-02-14,16.450001,16.566668,16.450001,16.549999,16.549999,43200,98
2014-02-18,16.65,16.876667,16.65,16.843332,16.843332,29100,99
2014-02-19,16.886667,16.940001,16.74,16.74,16.74,175500,100
2014-02-20,16.866667,17.046667,16.656668,17.023333,17.023333,277200,101
2014-02-21,17.16,17.313334,17.056667,17.206667,17.206667,94800,102
2014-02-24,17.35,17.516666,17.323334,17.403334,17.403334,137400,103
2014-02-25,17.436666,17.546667,17.379999,17.406668,17.406668,171300,104
2014-02-26,17.476667,17.540001,17.283333,17.363333,17.363333,766200,105
2014-02-27,17.483334,17.533333,17.296667,17.516666,17.516666,117000,106
2014-02-28,17.493334,17.5,16.943333,17.066668,17.066668,239400,107
2014-03-03,16.843332,16.92,16.6,16.879999,16.879999,88200,108
2014-03-04,17.053333,17.366667,17.053333,17.35,17.35,82500,109
2014-03-05,17.396667,17.396667,17.200001,17.263332,17.263332,186300,110
2014-03-06,17.406668,17.450001,16.833332,16.923332,16.923332,177000,111
2014-03-07,17.146667,17.146667,16.65,16.843332,16.843332,98700,112
2014-03-10,16.853333,16.853333,16.566668,16.716667,16.716667,72900,113
2014-03-11,16.746668,16.993334,16.646667,16.709999,16.709999,104700,114
2014-03-12,16.596666,16.803333,16.5,16.763332,16.763332,69900,115
2014-03-13,16.879999,16.879999,16.326668,16.413334,16.413334,63300,116
2014-03-14,16.456667,16.573334,16.333332,16.443333,16.443333,102300,117
2014-03-17,16.57,16.73,16.530001,16.566668,16.566668,39900,118
2014-03-18,16.743334,16.973333,16.743334,16.93,16.93,44700,119
2014-03-19,17.01,17.073334,16.833332,16.943333,16.943333,51900,120
2014-03-20,16.85,16.983334,16.85,16.896667,16.896667,16500,121
2014-03-21,16.92,16.956667,16.396667,16.41,16.41,52800,122
2014-03-24,16.383333,16.383333,15.59,15.916667,15.916667,369300,123
2014-03-25,16,16.166668,15.706667,15.883333,15.883333,61500,124
2014-03-26,16.040001,16.120001,15.716667,15.736667,15.736667,53400,125
2014-03-27,15.633333,15.79,15.383333,15.663333,15.663333,165900,126
2014-03-28,15.716667,15.863333,15.393333,15.443333,15.443333,57000,127
2014-03-31,15.53,15.986667,15.53,15.973333,15.973333,31500,128
2014-04-01,16.123333,16.406668,16.08,16.226667,16.226667,86700,129
2014-04-02,16.353333,16.416668,16.106667,16.206667,16.206667,257100,130
2014-04-03,16.24,16.24,15.666667,15.803333,15.803333,48300,131
2014-04-04,15.976667,15.976667,15.033333,15.136667,15.136667,178500,132
2014-04-07,15.05,15.283333,14.703333,14.906667,14.906667,378600,133
2014-04-08,14.92,15.06,14.696667,14.91,14.91,231600,134
2014-04-09,15.003333,15.556667,15.003333,15.556667,15.556667,58800,135
2014-04-10,15.553333,15.553333,14.576667,14.706667,14.706667,72000,136
2014-04-11,14.51,14.843333,14.25,14.326667,14.326667,193800,137
2014-04-14,14.33,14.64,13.97,14.226667,14.226667,54600,138
2014-04-15,14.323333,14.41,13.67,14.31,14.31,56100,139
2014-04-16,14.516667,14.64,14.376667,14.623333,14.623333,61200,140
2014-04-17,14.63,14.86,14.483333,14.636667,14.636667,58500,141
2014-04-21,14.593333,14.92,14.593333,14.913333,14.913333,81300,142
2014-04-22,15.15,15.533333,15.15,15.46,15.46,106500,143
2014-04-23,15.5,15.5,15.106667,15.24,15.24,58200,144
2014-04-24,15.326667,15.326667,14.866667,15.176667,15.176667,141000,145
2014-04-25,15.04,15.096667,14.783333,14.82,14.82,81600,146
2014-04-28,14.933333,14.963333,14.34,14.67,14.67,49200,147
2014-04-29,14.846667,15.113333,14.753333,15.056667,15.056667,31200,148
2014-04-30,15.166667,15.166667,14.866667,15.1,15.1,68700,149
2014-05-01,15.123333,15.426667,15.106667,15.293333,15.293333,89400,150
2014-05-02,15.38,15.386667,15.133333,15.193333,15.193333,18900,151
2014-05-05,15.003333,15.38,14.943333,15.353333,15.353333,1118400,152
2014-05-06,15.333333,15.393333,15.066667,15.066667,15.066667,402000,153
2014-05-07,14.97,14.97,14.693333,14.956667,14.956667,204600,154
2014-05-08,14.946667,15.213333,14.543333,14.703333,14.703333,272700,155
2014-05-09,14.5,14.763333,14.473333,14.746667,14.746667,212400,156
2014-05-12,14.783333,15.203333,14.783333,15.163333,15.163333,318000,157
2014-05-13,15.19,15.253333,15.023333,15.056667,15.056667,103200,158
2014-05-14,14.93,15.096667,14.91,14.91,14.91,164400,159
2014-05-15,14.84,14.92,14.606667,14.876667,14.876667,62100,160
2014-05-16,14.906667,14.906667,14.646667,14.84,14.84,50100,161
2014-05-19,14.713333,15.066667,14.713333,15.06,15.06,32700,162
2014-05-20,14.836667,14.97,14.733333,14.853333,14.853333,51600,163
2014-05-21,14.84,14.933333,14.756667,14.883333,14.883333,41100,164
2014-05-22,14.883333,15.253333,14.87,15.136667,15.136667,29100,165
2014-05-23,15.113333,15.273333,15.113333,15.24,15.24,24600,166
2014-05-27,15.443333,15.57,15.4,15.556667,15.556667,24000,167
2014-05-28,15.633333,15.633333,15.433333,15.523333,15.523333,23400,168
2014-05-29,15.536667,15.573333,15.516667,15.57,15.57,24600,169
2014-05-30,15.566667,15.566667,15.383333,15.43,15.43,44400,170
2014-06-02,15.43,15.473333,15.24,15.463333,15.463333,35400,171
2014-06-03,15.436667,15.51,15.373333,15.496667,15.496667,58800,172
2014-06-04,15.45,15.71,15.396667,15.7,15.7,18300,173
2014-06-05,15.826667,15.92,15.616667,15.803333,15.803333,46200,174
2014-06-06,15.823333,15.92,15.816667,15.903333,15.903333,20100,175
2014-06-09,15.956667,16.176666,15.956667,16.046667,16.046667,48900,176
2014-06-10,16.120001,16.123333,15.92,16.033333,16.033333,25500,177
2014-06-11,15.906667,16.09,15.906667,16.023333,16.023333,19200,178
2014-06-12,16.023333,16.056667,15.84,15.84,15.84,14700,179
2014-06-13,15.843333,15.86,15.756667,15.826667,15.826667,8700,180
2014-06-16,15.976667,15.976667,15.85,15.96,15.96,6600,181
2014-06-17,15.87,16.126667,15.86,16.056667,16.056667,21900,182
2014-06-18,16.030001,16.186666,15.936667,16.173332,16.173332,44400,183
2014-06-19,16.243334,16.243334,16.073334,16.166668,16.166668,17100,184
2014-06-20,16.206667,16.346666,16.206667,16.346666,16.346666,39900,185
2014-06-23,16.426666,16.426666,16.24,16.253332,16.253332,22500,186
2014-06-24,16.370001,16.446667,16.193333,16.200001,16.200001,26100,187
2014-06-25,16.143333,16.343332,16.143333,16.343332,16.343332,22200,188
2014-06-26,16.403334,16.403334,16.23,16.306667,16.306667,12600,189
2014-06-27,16.203333,16.35,16.203333,16.346666,16.346666,24600,190
2014-06-30,16.326668,16.426666,16.306667,16.346666,16.346666,12900,191
2014-07-01,16.469999,16.656668,16.469999,16.623333,16.623333,21300,192
2014-07-02,16.6,16.683332,16.576668,16.613333,16.613333,26100,193
2014-07-03,16.610001,16.67,16.596666,16.67,16.67,8100,194
2014-07-07,16.610001,16.610001,16.223333,16.223333,16.223333,71100,195
2014-07-08,16.18,16.18,15.7,15.79,15.79,38700,196
2014-07-09,15.876667,15.983333,15.693333,15.983333,15.983333,23400,197
2014-07-10,15.633333,16,15.423333,15.93,15.93,33000,198
2014-07-11,15.91,16.046667,15.85,16.046667,16.046667,33600,199
2014-07-14,16.129999,16.166668,16.046667,16.09,16.09,22500,200
2014-07-15,16.136667,16.136667,15.76,15.793333,15.793333,10200,201
2014-07-16,15.886667,15.89,15.666667,15.666667,15.666667,48000,202
2014-07-17,15.656667,15.656667,15.286667,15.326667,15.326667,24000,203
2014-07-18,15.56,15.716667,15.56,15.716667,15.716667,28500,204
2014-07-21,15.633333,15.72,15.486667,15.716667,15.716667,33300,205
2014-07-22,15.88,15.996667,15.866667,15.87,15.87,17400,206
2014-07-23,16.043333,16.043333,15.94,16.003332,16.003332,23100,207
2014-07-24,15.963333,16.040001,15.89,15.923333,15.923333,27900,208
2014-07-25,15.816667,15.816667,15.726667,15.776667,15.776667,62400,209
2014-07-28,15.693333,15.693333,15.566667,15.64,15.64,17400,210
2014-07-29,15.733333,15.756667,15.693333,15.716667,15.716667,18600,211
2014-07-30,15.723333,15.8,15.666667,15.746667,15.746667,20400,212
2014-07-31,15.516667,15.536667,15.28,15.316667,15.316667,21000,213
2014-08-01,15.366667,15.483333,15.166667,15.33,15.33,68400,214
2014-08-04,15.433333,15.563333,15.313333,15.55,15.55,16500,215
2014-08-05,15.473333,15.65,15.433333,15.493333,15.493333,24300,216
2014-08-06,15.52,15.533333,15.446667,15.463333,15.463333,42300,217
2014-08-07,15.55,15.55,15.426667,15.426667,15.426667,5100,218
2014-08-08,15.393333,15.606667,15.373333,15.606667,15.606667,6300,219
2014-08-11,15.773333,15.866667,15.71,15.716667,15.716667,14100,220
2014-08-12,15.59,15.65,15.53,15.546667,15.546667,21900,221
2014-08-13,15.6,15.843333,15.6,15.843333,15.843333,23700,222
2014-08-14,15.85,15.936667,15.85,15.91,15.91,40800,223
2014-08-15,16.066668,16.066668,15.8,15.97,15.97,15300,224
2014-08-18,16.15,16.203333,16.1,16.203333,16.203333,49200,225
2014-08-19,16.273333,16.373333,16.196667,16.34,16.34,11100,226
2014-08-20,16.163334,16.356667,16.163334,16.296667,16.296667,37200,227
2014-08-21,16.296667,16.296667,16.15,16.163334,16.163334,22200,228
2014-08-22,16.156668,16.273333,16.07,16.236668,16.236668,62400,229
2014-08-25,16.506666,16.65,16.486668,16.636667,16.636667,39300,230
2014-08-26,16.700001,16.966667,16.700001,16.923332,16.923332,39300,231
2014-08-27,16.956667,17.023333,16.893333,16.953333,16.953333,15000,232
2014-08-28,16.856667,17.006666,16.856667,16.873333,16.873333,33300,233
2014-08-29,16.906668,17.003332,16.866667,16.966667,16.966667,15300,234
2014-09-02,17.053333,17.066668,16.843332,16.913334,16.913334,11400,235
2014-09-03,17.040001,17.040001,16.896667,16.906668,16.906668,14100,236
2014-09-04,16.823334,17.040001,16.73,16.743334,16.743334,26400,237
2014-09-05,16.783333,16.783333,16.540001,16.709999,16.709999,26100,238
2014-09-08,16.700001,16.883333,16.68,16.870001,16.870001,12600,239
2014-09-09,16.896667,16.943333,16.723333,16.723333,16.723333,17700,240
2014-09-10,16.809999,16.933332,16.809999,16.846666,16.846666,24300,241
2014-09-11,16.886667,16.936666,16.790001,16.936666,16.936666,12000,242
2014-09-12,16.856667,16.953333,16.799999,16.799999,16.799999,4200,243
2014-09-15,16.813334,16.813334,16.603333,16.67,16.67,21000,244
2014-09-16,16.59,16.9,16.563334,16.9,16.9,12300,245
2014-09-17,16.946667,17.023333,16.889999,17.023333,17.023333,17700,246
2014-09-18,17.016666,17.043333,16.946667,16.976667,16.976667,12600,247
2014-09-19,17.09,17.09,16.796667,16.923332,16.923332,26700,248
2014-09-22,16.823334,16.823334,16.646667,16.709999,16.709999,18300,249
2014-09-23,16.683332,16.786667,16.676666,16.713333,16.713333,22500,250
2014-09-24,16.716667,17.013332,16.683332,16.996668,16.996668,17400,251
2014-09-25,17.033333,17.08,16.646667,16.726667,16.726667,28200,252
2014-09-26,16.693333,16.813334,16.673332,16.76,16.76,7500,253
2014-09-29,16.543333,16.813334,16.543333,16.746668,16.746668,18900,254
2014-09-30,16.700001,16.706667,16.52,16.583332,16.583332,27000,255
2014-10-01,16.23,16.296667,16.129999,16.26,16.26,112500,256
2014-10-02,16.276667,16.373333,16.006666,16.356667,16.356667,161100,257
2014-10-03,16.563334,16.693333,16.493334,16.693333,16.693333,17100,258
2014-10-06,16.706667,16.723333,16.370001,16.416668,16.416668,1058700,259
2014-10-07,16.246668,16.353333,16.186666,16.209999,16.209999,249000,260
2014-10-08,16.16,16.576668,15.983333,16.576668,16.576668,182700,261
2014-10-09,16.616667,16.616667,16.120001,16.133333,16.133333,245100,262
2014-10-10,16.153334,16.450001,15.916667,15.923333,15.923333,113400,263
2014-10-13,15.923333,16.113333,15.676667,15.72,15.72,153300,264
2014-10-14,15.5,15.906667,15.45,15.703333,15.703333,109800,265
2014-10-15,15.776667,15.776667,15.026667,15.683333,15.683333,120300,266
2014-10-16,15.423333,16.17,15.423333,15.996667,15.996667,66600,267
2014-10-17,16.200001,16.296667,16.07,16.116667,16.116667,103800,268
2014-10-20,16.036667,16.343332,16.036667,16.343332,16.343332,38100,269
2014-10-21,16.566668,16.816668,16.566668,16.816668,16.816668,86700,270
2014-10-22,16.82,16.959999,16.663334,16.68,16.68,77100,271
2014-10-23,16.873333,17.103333,16.853333,17.023333,17.023333,39600,272
2014-10-24,17.059999,17.26,17.059999,17.26,17.26,69900,273
2014-10-27,17.436666,17.436666,17.103333,17.313334,17.313334,89400,274
2014-10-28,17.32,17.440001,17.309999,17.42,17.42,54600,275
2014-10-29,17.459999,17.57,17.25,17.360001,17.360001,204000,276
2014-10-30,17.33,17.556667,17.233334,17.476667,17.476667,77400,277
2014-10-31,17.736668,17.77,17.596666,17.613333,17.613333,79800,278
2014-11-03,17.719999,17.733334,17.523333,17.559999,17.559999,69300,279
2014-11-04,17.549999,17.566668,17.34,17.4,17.4,122100,280
2014-11-05,17.506666,17.513332,17.086666,17.120001,17.120001,65100,281
2014-11-06,17.27,17.343332,17.203333,17.303333,17.303333,107700,282
2014-11-07,17.08,17.083332,16.843332,16.933332,16.933332,45000,283
2014-11-10,16.956667,17.236668,16.956667,17.166668,17.166668,84600,284
2014-11-11,17.313334,17.313334,17.136667,17.216667,17.216667,63000,285
2014-11-12,17.416668,17.416668,17.103333,17.286667,17.286667,108600,286
2014-11-13,17.333332,17.476667,17.176666,17.223333,17.223333,94500,287
2014-11-14,17.186666,17.209999,17,17.059999,17.059999,85800,288
2014-11-17,17.049999,17.183332,17.049999,17.103333,17.103333,33600,289
2014-11-18,17.133333,17.533333,17.133333,17.513332,17.513332,236700,290
2014-11-19,17.586666,17.586666,17.363333,17.363333,17.363333,47700,291
2014-11-20,17.549999,17.549999,17.266666,17.406668,17.406668,85800,292
2014-11-21,17.68,17.746668,17.41,17.433332,17.433332,33000,293
2014-11-24,17.52,17.693333,17.503332,17.693333,17.693333,89400,294
2014-11-25,17.809999,17.809999,17.583332,17.693333,17.693333,120600,295
2014-11-26,17.763332,17.866667,17.643333,17.866667,17.866667,65700,296
2014-11-28,18.116667,18.116667,17.836666,17.856667,17.856667,33000,297
2014-12-01,17.833332,17.85,17.566668,17.566668,17.566668,256500,298
2014-12-02,17.796667,17.896667,17.763332,17.879999,17.879999,50400,299
2014-12-03,17.853333,18.040001,17.82,18.036667,18.036667,71700,300
2014-12-04,18.063334,18.096666,17.933332,18.02,18.02,71700,301
2014-12-05,18.113333,18.166668,18.09,18.136667,18.136667,48900,302
2014-12-08,18.143333,18.43,18.143333,18.233334,18.233334,40200,303
2014-12-09,17.98,18.353333,17.870001,18.343332,18.343332,68700,304
2014-12-10,18.336666,18.336666,17.976667,17.976667,17.976667,41400,305
2014-12-11,18.16,18.27,18.086666,18.110001,18.110001,30600,306
2014-12-12,18,18.15,17.93,17.93,17.93,52800,307
2014-12-15,18.016666,18.120001,17.559999,17.616667,17.616667,72000,308
2014-12-16,17.476667,17.766666,17.463333,17.5,17.5,55800,309
2014-12-17,17.559999,17.963333,17.459999,17.963333,17.963333,25800,310
2014-12-18,18.333332,18.436666,18.203333,18.436666,18.436666,39900,311
2014-12-19,18.556667,18.66,18.469999,18.58,18.58,56700,312
2014-12-22,18.563334,18.576668,18.4,18.456667,18.456667,54000,313
2014-12-23,18.549999,18.549999,17.719999,17.83,17.83,66300,314
2014-12-24,17.886667,18.163334,17.886667,18.040001,18.040001,30000,315
2014-12-26,18.133333,18.27,18.1,18.25,18.25,22800,316
2014-12-29,18.226667,18.346666,18.153334,18.299999,18.299999,34800,317
2014-12-30,18.1,18.296667,18.1,18.166668,18.166668,62100,318
2014-12-31,18.24,18.336666,18.08,18.096666,18.096666,20400,319
2015-01-02,18.306667,18.306667,17.93,18,18,27900,320
2015-01-05,17.936666,18.133333,17.860001,17.923332,17.923332,133800,321
2015-01-06,18.01,18.066668,17.426666,17.613333,17.613333,310500,322
2015-01-07,17.809999,18.120001,17.763332,18.120001,18.120001,75900,323
2015-01-08,18.326668,18.433332,18.299999,18.426666,18.426666,82500,324
2015-01-09,18.5,18.573334,18.296667,18.453333,18.453333,114000,325
2015-01-12,18.83,18.83,18.373333,18.496668,18.496668,65700,326
2015-01-13,18.74,18.866667,18.283333,18.463333,18.463333,141300,327
2015-01-14,18.386667,18.526667,18.216667,18.459999,18.459999,111600,328
2015-01-15,18.666668,18.666668,18.033333,18.063334,18.063334,76200,329
2015-01-16,18.053333,18.530001,17.92,18.523333,18.523333,37500,330
2015-01-20,18.666668,18.76,18.383333,18.676666,18.676666,76800,331
2015-01-21,18.496668,18.786667,18.483334,18.556667,18.556667,44400,332
2015-01-22,18.616667,18.799999,18.273333,18.786667,18.786667,107100,333
2015-01-23,18.726667,18.876667,18.656668,18.816668,18.816668,56400,334
2015-01-26,18.753332,19.096666,18.683332,19.096666,19.096666,316800,335
2015-01-27,18.879999,19.156668,18.879999,19.02,19.02,119700,336
2015-01-28,19.156668,19.156668,18.616667,18.66,18.66,95700,337
2015-01-29,18.626667,18.856667,18.433332,18.853333,18.853333,86100,338
2015-01-30,18.713333,18.906668,18.516666,18.556667,18.556667,63300,339
2015-02-02,18.566668,18.566668,18.153334,18.326668,18.326668,45600,340
2015-02-03,18.506666,18.506666,17.873333,18.24,18.24,64800,341
2015-02-04,17.93,18.1,17.743334,17.996668,17.996668,48300,342
2015-02-05,18.133333,18.406668,17.973333,18.366667,18.366667,126600,343
2015-02-06,18.4,18.450001,18.113333,18.143333,18.143333,65100,344
2015-02-09,18.213333,18.280001,18,18.053333,18.053333,98400,345
2015-02-10,18.233334,18.473333,18.183332,18.440001,18.440001,101700,346
2015-02-11,18.503332,18.700001,18.370001,18.523333,18.523333,52200,347
2015-02-12,18.616667,18.653334,18.453333,18.636667,18.636667,106200,348
2015-02-13,18.639999,18.766666,18.516666,18.753332,18.753332,65100,349
2015-02-17,18.68,18.91,18.68,18.84,18.84,52800,350
2015-02-18,18.91,19.023333,18.793333,19.023333,19.023333,39000,351
2015-02-19,18.933332,19.196667,18.933332,19.139999,19.139999,38700,352
2015-02-20,19.166668,19.496668,19.106667,19.48,19.48,271200,353
2015-02-23,19.616667,19.77,19.486668,19.573334,19.573334,71100,354
2015-02-24,19.556667,19.556667,19.293333,19.396667,19.396667,57300,355
2015-02-25,19.370001,19.616667,19.313334,19.583332,19.583332,56700,356
2015-02-26,19.633333,19.746668,19.426666,19.746668,19.746668,47100,357
2015-02-27,19.696667,19.696667,19.49,19.536667,19.536667,90000,358
2015-03-02,19.643333,19.776667,19.57,19.766666,19.766666,61800,359
2015-03-03,19.57,19.67,19.440001,19.67,19.67,127500,360
2015-03-04,19.73,19.886667,19.486668,19.833332,19.833332,127500,361
2015-03-05,19.916668,20.209999,19.916668,20.106667,20.106667,99900,362
2015-03-06,20.049999,20.326668,19.84,19.893333,19.893333,102900,363
2015-03-09,20,20.003332,19.736668,19.916668,19.916668,105900,364
2015-03-10,19.65,20.026667,19.583332,19.846666,19.846666,59700,365
2015-03-11,19.976667,20.003332,19.786667,19.92,19.92,52200,366
2015-03-12,19.953333,20.113333,19.953333,20.113333,20.113333,50700,367
2015-03-13,20.093332,20.273333,20.023333,20.190001,20.190001,38100,368
2015-03-16,20.17,20.683332,20.17,20.65,20.65,79500,369
2015-03-17,20.553333,20.786667,20.526667,20.736668,20.736668,108900,370
2015-03-18,20.620001,20.973333,20.583332,20.823334,20.823334,71100,371
2015-03-19,20.896667,21.373333,20.896667,21.306667,21.306667,108300,372
2015-03-20,21.536667,21.536667,21.056667,21.103333,21.103333,116100,373
2015-03-23,21.003332,21.013332,20.74,20.853333,20.853333,65700,374
2015-03-24,20.870001,21.056667,20.719999,20.766666,20.766666,90300,375
2015-03-25,20.713333,20.766666,19.926666,19.943333,19.943333,84600,376
2015-03-26,19.726667,20.063334,19.549999,19.803333,19.803333,60600,377
2015-03-27,20.15,20.26,20.016666,20.203333,20.203333,49800,378
2015-03-30,20.530001,20.573334,20.35,20.559999,20.559999,199500,379
2015-03-31,20.459999,20.553333,20.200001,20.200001,20.200001,59100,380
2015-04-01,20.25,20.253332,19.833332,20.116667,20.116667,36000,381
2015-04-02,20.18,20.18,20.003332,20.16,20.16,41400,382
2015-04-06,20.056667,20.33,20.003332,20.166668,20.166668,54900,383
2015-04-07,20.23,20.523333,20.23,20.280001,20.280001,116700,384
2015-04-08,20.33,20.780001,20.33,20.753332,20.753332,70800,385
2015-04-09,20.826668,20.83,20.540001,20.726667,20.726667,72000,386
2015-04-10,20.716667,21.01,20.656668,20.91,20.91,45300,387
2015-04-13,20.956667,21.24,20.956667,21.02,21.02,95100,388
2015-04-14,21.153334,21.153334,20.873333,20.943333,20.943333,59400,389
